Probe ID	Ensembl gene Id	Symbol	Description	Raw pValue	Adj pValue	logFC	Ratio
1459920_at	ENSMUSG00000020564	Atxn7l1	[ataxin 7-like 1 Gene [Source:MGI (curated);Acc:MGI:3584458]]	2.75257162864895e-05	0.00588807389576335	-2.8436270875449	0.139310211050403
1434219_at	ENSMUSG00000039156	Stim2	[stromal interaction molecule 2 Gene [Source:MGI (curated);Acc:MGI:2151156]]	6.72593624409833e-05	0.00893705059945124	-1.88164681468816	0.271373769689757
1451382_at	ENSMUSG00000027313	Chac1	[ChaC, cation transport regulator-like 1 (E. coli) Gene [Source:MGI (curated);Acc:MGI:1916315]]	3.38912761199558e-05	0.00650438486930267	-1.46280155423985	0.36278795077805
1435878_at	ENSMUSG00000001630	Stk38l	[serine/threonine kinase 38 like Gene [Source:MGI (curated);Acc:MGI:1922250]]	6.66884498747703e-06	0.00297793641366536	-1.53320029108741	0.3455100807223
1425950_at	ENSMUSG00000023393	Slc17a9	[solute carrier family 17, member 9 Gene [Source:MGI (curated);Acc:MGI:1919107]]	1.2330896112946e-05	0.00388906115797187	-2.052175594992	0.241120196855589
1450883_a_at	ENSMUSG00000002944	Cd36	[CD36 antigen Gene [Source:MGI Symbol;Acc:MGI:107899]]	2.59819456345861e-06	0.00189327077788187	-2.49753921064711	0.177078478698131
1429893_at	ENSMUSG00000040717	Il17rd	[interleukin 17 receptor D Gene [Source:MGI Symbol;Acc:MGI:2159727]]	1.38458478510896e-05	0.00418740389518329	-4.18634286668589	0.0549269172351248
1427347_s_at	ENSMUSG00000058672	Tubb2a	[tubulin, beta 2A Gene [Source:MGI Symbol;Acc:MGI:107861]]	1.00306389148922e-05	0.00366412561617895	-1.33180333117853	0.397271352562148
1449852_a_at	ENSMUSG00000027293	Ehd4	[EH-domain containing 4 Gene [Source:MGI (curated);Acc:MGI:1919619]]	6.59817132145618e-06	0.00297793641366536	-2.72840474753053	0.15089273509909
1429387_at	ENSMUSG00000004837	Grap	[GRB2-related adaptor protein Gene [Source:MGI (curated);Acc:MGI:1918770]]	4.96450004955293e-05	0.00761672570372811	0.775728306811414	1.71205411893415
1434016_at	ENSMUSG00000058446	Znrf2	[zinc and ring finger 2 Gene [Source:MGI (curated);Acc:MGI:1196246]]	4.90952033849746e-07	0.000962714246898148	-1.07526659493697	0.474583354337442
1416451_s_at	ENSMUSG00000023980	Taf8	[TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factorq Gene [Source:MGI Symbol;Acc:MGI:1926879]]	3.15990083444729e-06	0.00205474066571502	-1.26779329120755	0.4152945110212
1433803_at	ENSMUSG00000028530	Jak1	[Janus kinase 1 Gene [Source:MGI (curated);Acc:MGI:96628]]	5.21861206409863e-05	0.00771687287550533	0.459354837407783	1.37492682349473
1436395_at	ENSMUSG00000041849	Card6	[caspase recruitment domain family, member 6 Gene [Source:MGI (curated);Acc:MGI:3032959]]	5.69655378564669e-05	0.00805392703092324	0.632123793723123	1.54984484416808
1424781_at				1.00021400669522e-05	0.00366412561617895	-1.20882442870711	0.432620990656141
1456126_at	ENSMUSG00000032688	Malt1	[mucosa associated lymphoid tissue lymphoma translocation gene 1 Gene [Source:MGI (curated);Acc:MGI:2445027]]	2.47553205148127e-05	0.00572558825917215	-1.29749057847068	0.406833228186126
1436385_at	ENSMUSG00000062646	Ganc	[glucosidase, alpha; neutral C Gene [Source:MGI (curated);Acc:MGI:1923301]]	4.17943418524064e-06	0.00227104411070528	-2.79779942570989	0.143806478334794
1436694_s_at	ENSMUSG00000048015	Neurod4	[neurogenic differentiation 4 Gene [Source:MGI Symbol;Acc:MGI:108055]]	5.75939257099966e-05	0.008082449909025	-3.69234570574885	0.0773558545623204
1417230_at	ENSMUSG00000026594	Ralgps2	[Ral GEF with PH domain and SH3 binding motif 2 Gene [Source:MGI Symbol;Acc:MGI:1925505]]	3.89405543626468e-05	0.00678091869617658	0.800646711994319	1.74188177902381
1432543_a_at	ENSMUSG00000052040	Klf13	[Kruppel-like factor 13 Gene [Source:MGI Symbol;Acc:MGI:1354948]]	5.40409764373245e-05	0.00778690759840183	0.526337230880989	1.44026794271534
1421457_a_at	ENSMUSG00000022876	Samsn1	[SAM domain, SH3 domain and nuclear localization signals, 1 Gene [Source:MGI (curated);Acc:MGI:1914992]]	6.53156207782009e-06	0.00297793641366536	-1.80485272332927	0.286210256263274
1452982_at	ENSMUSG00000005533	Igf1r	[insulin-like growth factor I receptor Gene [Source:MGI Symbol;Acc:MGI:96433]]	2.02845959029561e-05	0.00502336919660483	1.33382436167688	2.5206998863933
1452431_s_at	ENSMUSG00000036594	H2-Aa	[histocompatibility 2, class II antigen A, alpha Gene [Source:MGI Symbol;Acc:MGI:95895]]	4.63181001208119e-06	0.00242906120180086	-0.897037886533468	0.536988133809664
1445161_at	ENSMUSG00000039046	Usp6nl	[USP6 N-terminal like Gene [Source:MGI (curated);Acc:MGI:2138893]]	8.2179244420747e-06	0.00333906856091902	-2.01136825669287	0.248037772438669
1424906_at	ENSMUSG00000045679	Pqlc3	[PQ loop repeat containing Gene [Source:MGI (curated);Acc:MGI:2444067]]	6.54533681254814e-05	0.00883836034678844	-0.959896197493444	0.514093901266787
1452769_at	ENSMUSG00000019189	Rnf145	[ring finger protein 145 Gene [Source:MGI (curated);Acc:MGI:1921565]]	6.77820557470609e-05	0.00896492227638767	0.770821008222235	1.70624049384994
1436576_at	ENSMUSG00000046031	Fam26f	[family with sequence similarity 26, member F Gene [Source:MGI Symbol;Acc:MGI:2443082]]	2.21387368958318e-06	0.00178299852274805	-4.03825587128992	0.0608644711193084
1456333_a_at	ENSMUSG00000031355	Arhgap6	[Rho GTPase activating protein 6 Gene [Source:MGI (curated);Acc:MGI:1196332]]	6.66571649806954e-06	0.00297793641366536	-3.58181297395045	0.0835154558556314
1455840_at	ENSMUSG00000041992	Rapgef5	[Rap guanine nucleotide exchange factor (GEF) 5 Gene [Source:MGI Symbol;Acc:MGI:2444365]]	2.02409409574716e-05	0.00502336919660483	-1.78637346954778	0.289899857720128
1422818_at	ENSMUSG00000021365	Nedd9	[neural precursor cell expressed, developmentally down-regulated gene 9 Gene [Source:MGI Symbol;Acc:MGI:97302]]	6.20948837262269e-05	0.00853962023854593	-0.953394855994581	0.516415834934415
1435931_at				1.76540113550245e-05	0.00460239055562405	-2.57699794681049	0.1675893124542
1452607_at	ENSMUSG00000073131	2610030H06Rik	[RIKEN cDNA 2610030H06 gene Gene [Source:MGI Symbol;Acc:MGI:1914298]]	4.78234420110561e-05	0.00748918422965501	-1.29684181730497	0.407016216929716
1438993_a_at	ENSMUSG00000021114	Atp6v1d	[ATPase, H+ transporting, lysosomal V1 subunit D Gene [Source:MGI Symbol;Acc:MGI:1921084]]	2.36493182016367e-05	0.00561372579058956	-1.29215065178382	0.408341852696453
1435898_x_at	ENSMUSG00000021218	Gdi2	[guanosine diphosphate (GDP) dissociation inhibitor 2 Gene [Source:MGI Symbol;Acc:MGI:99845]]	1.14305442479916e-05	0.00383319303817184	0.459741208388628	1.37529509464822
1423449_a_at	ENSMUSG00000054808	Actn4	[actinin alpha 4 Gene [Source:MGI (curated);Acc:MGI:1890773]]	2.51303252487654e-05	0.00574822209028423	-0.585204018973888	0.666555070877301
1433796_at	ENSMUSG00000037419	Endod1	[endonuclease domain containing 1 Gene [Source:MGI Symbol;Acc:MGI:1919196]]	5.33368327007097e-05	0.00775982094075712	-1.47322973128256	0.360175079230949
1456584_x_at				3.57372409182116e-07	0.000805892651326131	-2.98338841121724	0.12644760254536
1438705_at	ENSMUSG00000006362	Cbfa2t3	[core-binding factor, runt domain, alpha subunit 2, translocated to, 3 (human) Gene [Source:MGI (curated);Acc:MGI:1338013]]	2.03826204070571e-05	0.00502336919660483	-1.50268954454547	0.352894892600772
1435939_s_at	ENSMUSG00000044156	Hepacam2	[HEPACAM family member 2 Gene [Source:MGI Symbol;Acc:MGI:2141520]]	6.9961815849561e-05	0.00906709154204326	-3.94726345534443	0.0648269066971199
1454915_at	ENSMUSG00000039318	Rab3gap2	[RAB3 GTPase activating protein subunit 2 Gene [Source:MGI Symbol;Acc:MGI:1916043]]	1.19837746032733e-05	0.00383319303817184	-1.13254091162701	0.456111701624306
1426657_s_at	ENSMUSG00000053398	Phgdh	[3-phosphoglycerate dehydrogenase Gene [Source:MGI (curated);Acc:MGI:1355330]]	3.57066909046705e-05	0.00662058629876615	-3.04598520311431	0.121078515479019
1421098_at	ENSMUSG00000029254	Stap1	[signal transducing adaptor family member 1 Gene [Source:MGI (curated);Acc:MGI:1926193]]	1.52040288324296e-05	0.00422607276905439	-1.17801909378497	0.441957916267077
1456642_x_at	ENSMUSG00000041959	S100a10	[S100 calcium binding protein A10 (calpactin) Gene [Source:MGI (curated);Acc:MGI:1339468]]	5.15761685211793e-05	0.00767701906426966	0.595155835833266	1.51063575134675
1419307_at	ENSMUSG00000068105	Tnfrsf13c	[tumor necrosis factor receptor superfamily, member 13c Gene [Source:MGI Symbol;Acc:MGI:1919299]]	3.09038354400296e-06	0.00205474066571502	-1.0406880816223	0.486095579092213
1451146_at	ENSMUSG00000042063	Zfp386	[zinc finger protein 386 (Kruppel-like) Gene [Source:MGI Symbol;Acc:MGI:1930708]]	6.76970274507019e-08	0.000305320363505411	-0.860727956882517	0.550674627727128
1416561_at	ENSMUSG00000070880	Gad1	[glutamic acid decarboxylase 1 Gene [Source:MGI (curated);Acc:MGI:95632]]	7.05710990137302e-05	0.00908678696166863	-2.57958552665016	0.167288998074441
1436839_at				2.84718673524655e-05	0.00590295747392515	-1.98706791905727	0.252251032731966
1416347_at	ENSMUSG00000024947	Men1	[multiple endocrine neoplasia 1 Gene [Source:MGI (curated);Acc:MGI:1316736]]	2.55908748003023e-05	0.00574822209028423	-1.76667314383564	0.293885657129662
1453021_at	ENSMUSG00000019790	Stxbp5	[syntaxin binding protein 5 (tomosyn) Gene [Source:MGI (curated);Acc:MGI:1926058]]	3.88495866551924e-05	0.00678091869617658	-0.850421702918583	0.554622594939381
1427318_s_at	ENSMUSG00000048612	Myof	[myoferlin Gene [Source:MGI Symbol;Acc:MGI:1919192]]	2.01356834044762e-05	0.00502336919660483	-2.16423115196067	0.223100994243373
1448575_at	ENSMUSG00000003882	Il7r	[interleukin 7 receptor Gene [Source:MGI Symbol;Acc:MGI:96562]]	3.11909617922117e-05	0.00619710822815216	-4.9005497649172	0.0334801600553663
1428050_a_at	ENSMUSG00000020225	Tmbim4	[transmembrane BAX inhibitor motif containing 4 Gene [Source:MGI (curated);Acc:MGI:1915462]]	5.54808896051656e-05	0.00789351294032357	-0.993898227345539	0.502119191579438
1426490_at	ENSMUSG00000022684	Bfar	[bifunctional apoptosis regulator Gene [Source:MGI (curated);Acc:MGI:1914368]]	4.26397535432107e-05	0.007066231584153	-0.349986416872232	0.784591484874534
1423076_at	ENSMUSG00000002365	Snx9	[sorting nexin 9 Gene [Source:MGI Symbol;Acc:MGI:1913866]]	5.26518486087996e-05	0.00772704946895198	0.822594579484807	1.76858380032479
1435672_at				8.77436533547601e-06	0.00350205885836552	1.24075510829832	2.36322191237105
1426658_x_at	ENSMUSG00000053398	Phgdh	[3-phosphoglycerate dehydrogenase Gene [Source:MGI (curated);Acc:MGI:1355330]]	2.67181165026334e-05	0.00579333544415995	-2.91127460583083	0.132928779739469
1423334_at				7.10164678067961e-05	0.00908678696166863	-1.43971248422189	0.368640763697279
1426244_at	ENSMUSG00000024277	Mapre2	[microtubule-associated protein, RP/EB family, member 2 Gene [Source:MGI (curated);Acc:MGI:106271]]	5.35909226743725e-05	0.00776274794837923	-0.714310358792972	0.609496415430538
1426906_at				1.17472166345344e-05	0.00383319303817184	-1.86787117246583	0.273977405727171
1444599_at				1.45628699788837e-05	0.00421025640331817	-1.59060930271874	0.332031195028023
1438933_x_at	ENSMUSG00000032946	Rasgrp2	[RAS, guanyl releasing protein 2 Gene [Source:MGI (curated);Acc:MGI:1333849]]	1.19468470947812e-05	0.00383319303817184	-2.68402964168769	0.15560608229923
1428243_at	ENSMUSG00000035629	1700021K19Rik	[RIKEN cDNA 1700021K19 gene Gene [Source:MGI Symbol;Acc:MGI:1915160]]	8.85889775617317e-06	0.00350478199737865	-2.88726659982079	0.13515936663434
1423166_at	ENSMUSG00000002944	Cd36	[CD36 antigen Gene [Source:MGI Symbol;Acc:MGI:107899]]	2.39875743118807e-05	0.00563470619291735	-2.52722631403807	0.173471875393688
1417124_at	ENSMUSG00000015932	Dstn	[destrin Gene [Source:MGI (curated);Acc:MGI:1929270]]	7.24895971136402e-05	0.00914547156331895	-1.18569470922149	0.439612797711999
1430163_at	ENSMUSG00000030055	Rab43	[RAB43, member RAS oncogene family Gene [Source:MGI (curated);Acc:MGI:1917084]]	1.63239106431373e-08	0.000184056173479034	-2.51779532770112	0.174609586318855
1449278_at	ENSMUSG00000031668	Eif2ak3	[eukaryotic translation initiation factor 2 alpha kinase 3 Gene [Source:MGI (curated);Acc:MGI:1341830]]	5.15249910707405e-05	0.00767701906426966	-1.1237682886055	0.458893638190307
1426471_at	ENSMUSG00000051341	Zfp52	[zinc finger protein 52 Gene [Source:MGI Symbol;Acc:MGI:99199]]	3.50057973862095e-05	0.00657465928937395	0.481597197402532	1.39628863218031
1428557_a_at	ENSMUSG00000026096	Osgepl1	[O-sialoglycoprotein endopeptidase-like 1 Gene [Source:MGI (curated);Acc:MGI:1919335]]	6.1329706036674e-06	0.00297422695909681	-2.37700373495594	0.192508795177324
1434572_at	ENSMUSG00000004698	Hdac9	[histone deacetylase 9 Gene [Source:MGI Symbol;Acc:MGI:1931221]]	1.07063720162435e-05	0.00371832808359931	-2.96128359010485	0.128399937906631
1451552_at	ENSMUSG00000037216	Lipt1	[lipoyltransferase 1 Gene [Source:MGI (curated);Acc:MGI:3645211]]	1.6633627911695e-05	0.00446543602646045	-3.04491607642203	0.121168275439058
1418984_at	ENSMUSG00000061859	Inadl	[InaD-like (Drosophila) Gene [Source:MGI (curated);Acc:MGI:1277960]]	5.50329497031189e-05	0.00785456033088724	1.0502080569471	2.07082846878502
1436312_at	ENSMUSG00000018654	Ikzf1	[IKAROS family zinc finger 1 Gene [Source:MGI (curated);Acc:MGI:1342540]]	2.77847604094508e-05	0.00588807389576335	-1.1176151077161	0.460855026830754
1424227_at	ENSMUSG00000022476	Polr3h	[polymerase (RNA) III (DNA directed) polypeptide H Gene [Source:MGI Symbol;Acc:MGI:1926179]]	1.14709563948204e-05	0.00383319303817184	0.77307363118814	1.70890669745295
1455580_at	ENSMUSG00000039046	Usp6nl	[USP6 N-terminal like Gene [Source:MGI (curated);Acc:MGI:2138893]]	2.63470865929231e-06	0.00189327077788187	-2.12823451389979	0.228737607105977
1423786_at	ENSMUSG00000030060	8430410A17Rik	[RIKEN cDNA 8430410A17 gene Gene [Source:MGI Symbol;Acc:MGI:1914053]]	1.08208787175037e-06	0.00129062631095695	-3.29041776917619	0.102208156053416
1442264_at	ENSMUSG00000032946	Rasgrp2	[RAS, guanyl releasing protein 2 Gene [Source:MGI (curated);Acc:MGI:1333849]]	4.04309213495849e-06	0.00225120368368843	-2.98609280659611	0.126210792970982
1459903_at	ENSMUSG00000038264	Sema7a	[sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A Gene [Source:MGI Symbol;Acc:MGI:1306826]]	9.1142453809418e-06	0.00351058265129201	1.50738004648088	2.84293289627366
1421640_a_at	ENSMUSG00000064289	Tank	[TRAF family member-associated Nf-kappa B activator Gene [Source:MGI (curated);Acc:MGI:107676]]	3.05543455544564e-05	0.00612458461711795	-1.81634633929192	0.283939144417986
1456225_x_at	ENSMUSG00000032715	Trib3	[tribbles homolog 3 (Drosophila) Gene [Source:MGI (curated);Acc:MGI:1345675]]	2.51885140124531e-05	0.00574822209028423	-1.80963216868325	0.285263650870267
1416701_at	ENSMUSG00000017144	Rnd3	[Rho family GTPase 3 Gene [Source:MGI (curated);Acc:MGI:1921444]]	3.71492071983321e-05	0.00667516491574492	-3.41396637024995	0.0938196305391248
1416951_a_at	ENSMUSG00000021114	Atp6v1d	[ATPase, H+ transporting, lysosomal V1 subunit D Gene [Source:MGI Symbol;Acc:MGI:1921084]]	6.53592722524938e-05	0.00883836034678844	-1.24716992819367	0.42127379199101
1418483_a_at	ENSMUSG00000035778	Ggta1	[glycoprotein galactosyltransferase alpha 1, 3 Gene [Source:MGI (curated);Acc:MGI:95704]]	1.56713503103885e-06	0.00155685305574562	-1.16045131290287	0.447372563683018
1421529_a_at	ENSMUSG00000020250	Txnrd1	[thioredoxin reductase 1 Gene [Source:MGI Symbol;Acc:MGI:1354175]]	5.14881964818842e-06	0.00260917881969602	-1.105707332433	0.464674592241978
1418342_at	ENSMUSG00000029191	Rfc1	[replication factor C (activator 1) 1 Gene [Source:MGI Symbol;Acc:MGI:97891]]	5.24001816775623e-05	0.00772320455503183	-1.59104218294634	0.331931584109345
1455700_at	ENSMUSG00000049038	Mterfd3	[MTERF domain containing 3 Gene [Source:MGI Symbol;Acc:MGI:1921488]]	1.05836844862662e-06	0.00129062631095695	-3.54619256720848	0.0856031343999312
1426187_a_at	ENSMUSG00000084013, ENSMUSG00000027944	RP23-321B23.2, Hax1	[], [HCLS1 associated X-1 Gene [Source:MGI Symbol;Acc:MGI:1346319]]	3.08086867405114e-06	0.00205474066571502	-0.588175788599056	0.665183464745275
1450069_a_at	ENSMUSG00000002107	Cugbp2	[CUGBP, Elav-like family member 2 Gene [Source:MGI (curated);Acc:MGI:1338822]]	7.11211679889365e-05	0.00908678696166863	-0.880939483249939	0.5430137054873
1449519_at	ENSMUSG00000036390	Gadd45a	[growth arrest and DNA-damage-inducible 45 alpha Gene [Source:MGI (curated);Acc:MGI:107799]]	4.74539278753511e-05	0.00748328531855317	1.81881324087667	3.52790873793871
1442098_at				1.5582100044953e-05	0.00425920178259044	1.2693831720135	2.41058478327846
1430656_a_at	ENSMUSG00000026095	Asnsd1	[asparagine synthetase domain containing 1 Gene [Source:MGI (curated);Acc:MGI:1917646]]	9.02352886665005e-06	0.00351058265129201	-2.11189741885197	0.231342555767247
1437908_a_at				3.62582828716711e-05	0.00662058629876615	-1.81981604468224	0.283257086597121
1448299_at	ENSMUSG00000024935	Slc1a1	[solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1 Gene [Source:MGI (curated);Acc:MGI:105083]]	6.80456334703606e-09	0.000181314362776855	-5.44847162596326	0.0229005867633316
1416316_at	ENSMUSG00000027359	Slc27a2	[solute carrier family 27 (fatty acid transporter), member 2 Gene [Source:MGI (curated);Acc:MGI:1347099]]	2.24310295179276e-05	0.00538118011855348	-4.49329660459138	0.044399997187343
1450435_at	ENSMUSG00000031391	L1cam	[L1 cell adhesion molecule Gene [Source:MGI (curated);Acc:MGI:96721]]	6.21049519576742e-05	0.00853962023854593	-1.87192562706072	0.273208518691977
1451972_at	ENSMUSG00000089862, ENSMUSG00000029638, ENSMUSG00000046952	RP23-31E23.3, Glcci1, AC107765.1	[Glucocorticoid-induced transcript 1 protein (Thymocyte/spermatocyte selection protein 1)(Testhymin)(Glucocorticoid-induced gene 18 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q8K3I9]], [glucocorticoid induced transcript 1 Gene [Source:MGI (curated);Acc:MGI:2179717]], []	5.03020615786188e-05	0.00766802601005954	-1.93136203532319	0.262181530817824
1452767_at	ENSMUSG00000027422	Rrbp1	[ribosome binding protein 1 Gene [Source:MGI (curated);Acc:MGI:1932395]]	3.58896417994661e-05	0.00662058629876615	-0.791024427778645	0.577933567596863
1450376_at	ENSMUSG00000025025	Mxi1	[Max interacting protein 1 Gene [Source:MGI Symbol;Acc:MGI:97245]]	6.46560862015876e-07	0.000972018047925934	-1.7508120952464	0.297134474216841
1448167_at	ENSMUSG00000020009	Ifngr1	[interferon gamma receptor 1 Gene [Source:MGI Symbol;Acc:MGI:107655]]	1.60295982601204e-05	0.00435512597066077	-2.45662955630352	0.182171659814428
1429563_x_at	ENSMUSG00000090128, ENSMUSG00000052477, ENSMUSG00000070034	AC167036.10, C130026I21Rik, Sp110	[], [RIKEN cDNA C130026I21 gene Gene [Source:MGI Symbol;Acc:MGI:3612702]], [Sp110 nuclear body protein Gene [Source:MGI (curated);Acc:MGI:1923364]]	2.55061577732014e-05	0.00574822209028423	-1.26426474091677	0.416311483433112
1436945_x_at				6.66261198324357e-05	0.00891663095122458	-0.383126836345604	0.766773914981855
1434831_a_at	ENSMUSG00000048756	Foxo3	[forkhead box O3 Gene [Source:MGI (curated);Acc:MGI:1890081]]	6.61156111597634e-05	0.00890113486243728	0.240279173522387	1.18122121547176
1426147_s_at	ENSMUSG00000022132	Cldn10a	[claudin 10A Gene [Source:MGI (curated);Acc:MGI:1913101]]	4.86687929737459e-07	0.000962714246898148	-3.83142743198405	0.0702466174574251
1440274_at	ENSMUSG00000049044	Rapgef4	[Rap guanine nucleotide exchange factor (GEF) 4 Gene [Source:MGI (curated);Acc:MGI:1917723]]	3.49654673282023e-06	0.00206771196698476	-3.03175057448524	0.122279073010336
1450675_at	ENSMUSG00000032870	Smap2	[stromal membrane-associated GTPase-activating protein 2 Gene [Source:MGI (curated);Acc:MGI:1917030]]	1.64074254232389e-05	0.0044310855928952	0.864162118984369	1.8202821859961
1423619_at	ENSMUSG00000049892	Rasd1	[RAS, dexamethasone-induced 1 Gene [Source:MGI (curated);Acc:MGI:1270848]]	2.75593552188239e-05	0.00588807389576335	2.77825593791541	6.86022520722167
1425333_at	ENSMUSG00000030055	Rab43	[RAB43, member RAS oncogene family Gene [Source:MGI (curated);Acc:MGI:1917084]]	4.85646333723617e-06	0.00251760175830676	-2.41947369261303	0.186924335225314
1427419_x_at	ENSMUSG00000029530	Ccr9	[chemokine (C-C motif) receptor 9 Gene [Source:MGI Symbol;Acc:MGI:1341902]]	1.08742156086038e-06	0.00129062631095695	1.15517415927996	2.22711207277646
1438000_x_at	ENSMUSG00000052253	Zfp622	[zinc finger protein 622 Gene [Source:MGI Symbol;Acc:MGI:1289282]]	7.09089416680039e-05	0.00908678696166863	-0.583272992422035	0.667447842595707
1453014_a_at	ENSMUSG00000035325	Sec31a	[Sec31 homolog A (S. cerevisiae) Gene [Source:MGI Symbol;Acc:MGI:1916412]]	4.96511686414063e-05	0.00761672570372811	0.329004573837666	1.25614636355165
1428720_s_at	ENSMUSG00000076931, ENSMUSG00000076932, ENSMUSG00000076937	AC079817.3, AC079817.2, Igl-C2	[Ig lambda-3 chain C region  [Source:UniProtKB/Swiss-Prot;Acc:P01845]], [], [immunoglobulin lambda chain, variable 1 Gene [Source:MGI Symbol;Acc:MGI:96530]]	1.4481572391321e-07	0.000435422264280644	0.25521229818847	1.19351135995035
1455605_at	ENSMUSG00000029291	Rufy3	[RUN and FYVE domain containing 3 Gene [Source:MGI Symbol;Acc:MGI:106484]]	3.7754295532616e-05	0.00675697016990681	-0.724375910439481	0.605258814427243
1438229_at				3.07206736906761e-05	0.00613067745187249	-1.72170682145414	0.303189811490585
1439259_x_at	ENSMUSG00000040997	Abhd4	[abhydrolase domain containing 4 Gene [Source:MGI Symbol;Acc:MGI:1915938]]	2.42223249163444e-05	0.00564368867501572	-1.75745157974423	0.295770161566402
1453191_at	ENSMUSG00000045672	Col27a1	[collagen, type XXVII, alpha 1 Gene [Source:MGI (curated);Acc:MGI:2672118]]	6.00307399701316e-06	0.00294287652542707	-3.11429549923383	0.115479166175391
1427050_at	ENSMUSG00000021830	Txndc16	[thioredoxin domain containing 16 Gene [Source:MGI (curated);Acc:MGI:1917811]]	2.84010151513155e-05	0.00590295747392515	-0.826430044088694	0.563922947350474
1458218_s_at	ENSMUSG00000069094	Pde7a	[phosphodiesterase 7A Gene [Source:MGI (curated);Acc:MGI:1202402]]	5.09769351646731e-06	0.00260917881969602	1.00872046565661	2.01212574287415
1449050_at	ENSMUSG00000029191	Rfc1	[replication factor C (activator 1) 1 Gene [Source:MGI Symbol;Acc:MGI:97891]]	1.68718124998618e-05	0.00449782272315149	-1.52558903694294	0.347337711736137
1425518_at	ENSMUSG00000049044	Rapgef4	[Rap guanine nucleotide exchange factor (GEF) 4 Gene [Source:MGI (curated);Acc:MGI:1917723]]	2.6630761472006e-05	0.00579333544415995	-2.44064227821705	0.184201628567177
1420425_at	ENSMUSG00000038151	Prdm1	[PR domain containing 1, with ZNF domain Gene [Source:MGI Symbol;Acc:MGI:99655]]	2.08414997552754e-06	0.0017124154413554	1.49663180571555	2.82183142732675
1417516_at	ENSMUSG00000025408	Ddit3	[DNA-damage inducible transcript 3 Gene [Source:MGI (curated);Acc:MGI:109247]]	2.99647226177463e-05	0.00605085967377043	-1.20253113836179	0.434512281831254
1416177_at	ENSMUSG00000049235, ENSMUSG00000037070	AC140256.1, Rbmxrt	[Putative uncharacterized protein ENSMUSP00000055939  [Source:UniProtKB/TrEMBL;Acc:D3Z613]], [RNA binding motif protein, X chromosome retrogene Gene [Source:MGI Symbol;Acc:MGI:1343045]]	4.29291468938144e-05	0.007066231584153	0.359044953934498	1.28257656683162
1416982_at	ENSMUSG00000044167	Foxo1	[forkhead box O1 Gene [Source:MGI (curated);Acc:MGI:1890077]]	7.90579476226833e-06	0.00325729423219191	0.681213573719177	1.60348801842264
1432459_a_at	ENSMUSG00000006310	Zbtb32	[zinc finger and BTB domain containing 32 Gene [Source:MGI (curated);Acc:MGI:1891838]]	4.04844935174014e-05	0.00689451477118088	-2.18482754926797	0.219938557487455
1455229_x_at	ENSMUSG00000017715	Pgs1	[phosphatidylglycerophosphate synthase 1 Gene [Source:MGI (curated);Acc:MGI:1921701]]	5.19058828765325e-05	0.00770068165662662	-1.01828431646569	0.493703125501522
1418300_a_at	ENSMUSG00000020190	Mknk2	[MAP kinase-interacting serine/threonine kinase 2 Gene [Source:MGI Symbol;Acc:MGI:894279]]	9.92849116347082e-06	0.00366412561617895	0.689110690582165	1.61228936092399
1426750_at	ENSMUSG00000025278	Flnb	[filamin, beta Gene [Source:MGI Symbol;Acc:MGI:2446089]]	5.19532058061053e-08	0.000292892691882644	-1.74859416900508	0.297591625009176
1419469_at	ENSMUSG00000027669	Gnb4	[guanine nucleotide binding protein (G protein), beta 4 Gene [Source:MGI (curated);Acc:MGI:104581]]	2.42660550397113e-07	0.000608012971303344	-5.12776971894504	0.0286014139591462
1425332_at	ENSMUSG00000027288	Zfp106	[zinc finger protein 106 Gene [Source:MGI (curated);Acc:MGI:1270153]]	1.91574240997667e-05	0.00488146318826881	0.492002642899722	1.40639577631319
1455657_at	ENSMUSG00000030655	Smg1	[SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans) Gene [Source:MGI Symbol;Acc:MGI:1919742]]	4.22405750031676e-05	0.00705589693784394	-1.32133807429701	0.400163621899504
1419470_at	ENSMUSG00000027669	Gnb4	[guanine nucleotide binding protein (G protein), beta 4 Gene [Source:MGI (curated);Acc:MGI:104581]]	3.45171393629081e-05	0.00656859705656759	-5.57188775910723	0.0210229981474008
1434665_at	ENSMUSG00000031521	Aga	[aspartylglucosaminidase Gene [Source:MGI Symbol;Acc:MGI:104873]]	5.06656559942738e-05	0.00766802601005954	-0.486381039985149	0.7138134348293
1460401_at	ENSMUSG00000043019	Edem3	[ER degradation enhancer, mannosidase alpha-like 3 Gene [Source:MGI Symbol;Acc:MGI:1914217]]	2.53814550856155e-06	0.00189327077788187	-3.06516084966789	0.119479842850951
1448748_at	ENSMUSG00000020120	Plek	[pleckstrin Gene [Source:MGI (curated);Acc:MGI:1860485]]	5.84405168306018e-06	0.00289640192261206	-0.915357143880868	0.530212598571624
